,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive,Algerian Dialect,auto_annotation,result
1302,Momo Magnum,http://www.youtube.com/channel/UCinB4M36RqM0sGW2eBdWlkw,الدنيا فانية و لا ينفعك لا قناة لا شاشة لا اعلام لا شهرة لا ماكياج لا و لا مال لا جاه لا معارف لا حطات لا شدات لا زخرفة الحياة لا منصب لا جمال لا سيارة فخمة لا منزل من النوع الرفيع لا لا و لا لا ينفعك الا عملك الصالح الله يرفعه شبابك اين استعملته كيف قضيته اين افنيته مالك اين نفقته وقتك اين ضيعته الموت موعضة يدكرنا بالقبر الاخرة اللهم احسن خاتمتنا,10,2021-03-28T21:57:26Z,n,,n,1.0
1303,calm e,http://www.youtube.com/channel/UCmNGw7103Me1ncW6obNtLzA,بارك الله فيك اخي جزاك الله خيرا الله يهدينا اجمعين,0,2021-03-30T11:39:17Z,n,,n,1.0
1304,Thamer444 Thamer,http://www.youtube.com/channel/UCfk7EIPPJFem2WfCHoxLjyA,روحي تع,0,2021-03-28T21:53:47Z,p,,p,1.0
1305,حمزة عيادة عيادة,http://www.youtube.com/channel/UCtlwBiCDm_FPtkEHVDa3zdQ,تفو عليكم,0,2021-03-28T21:52:46Z,p,,p,1.0
1306,Derradji Mohamed,http://www.youtube.com/channel/UCR5TOTTFUcZPPiq0GoG-v3Q,قنوات العار يجيبو غير في العاهرات مع مستوى تاع عار,0,2021-03-28T21:49:13Z,p,,n,0.0
1307,Алжир свободен,http://www.youtube.com/channel/UCkLx389qvUPGXNCwUuYtiSw,ادي حكايتك بعيد,0,2021-03-28T21:49:02Z,p,,p,1.0
1308,Adam Reda,http://www.youtube.com/channel/UCp_A7wf_afDvOO6jXWUzcdQ,لا زين لا ضرافة وزيد قلة ادب,0,2021-03-28T21:48:14Z,p,,n,0.0
1309,Meriem Ramdane,http://www.youtube.com/channel/UC119s2zB4hUQ6UYFGmvgrpQ,خريه مهما بررتي,0,2021-03-28T21:39:36Z,p,,p,1.0
1310,Tahar Larbi,http://www.youtube.com/channel/UCqplUC_mPPr9lM9TVnZW1kQ,السناطح,0,2021-03-28T21:34:00Z,p,,p,1.0
1311,saif eddine,http://www.youtube.com/channel/UCZliVNUyfZIBd4hgpTvSXeg,كي نشوفك الخرى يحكمني حشاكم,0,2021-03-28T21:27:10Z,p,,n,0.0
1312,Yahia Kabsoula,http://www.youtube.com/channel/UCzUsR4eh9ulZy_KgE5KGb5A,انتم قنوات العار تستظيفون اهل الرذيلة والفسق لنشره في المجتمع عمدا تريدون تشويه سمعة وعادات العايلة الجزايرية,0,2021-03-28T21:23:32Z,p,,n,0.0
1313,Sarahsarah Sarah,http://www.youtube.com/channel/UC-UjHmYVaw9ngQCHpAvY8Mw,تعيي,0,2021-03-28T21:21:49Z,p,,p,1.0
1314,Rs Dz,http://www.youtube.com/channel/UCHn1yYNUlPACXeUnPOTrVpA,مازال الريوق اسيلو من,0,2021-03-28T21:15:31Z,p,,p,1.0
1315,منى راشد,http://www.youtube.com/channel/UCPXB3JHh48ar15otpSzcUXg,انتي معروف بلي من كملكش,0,2021-03-28T20:55:49Z,n,,n,1.0
1316,Red Wanted,http://www.youtube.com/channel/UCoSWzMpBbJ3rEt2tEI1Xi9w,قناة الصرف الصحي واش تجوز واش هي خدمتها تصريف المياه القذرة سبحان الله اوجه الشبه كبيرة جدا,0,2021-03-28T20:51:48Z,n,,n,1.0
1317,عين الرحمة,http://www.youtube.com/channel/UC5M3O2AsBfaw1gPEl2QZ91Q,فاقو بيك طز نتي راكي قديمة على حلوة طابع بلاصتك تجفي وتسيقي واش راكي دري تما فات وقتك وناس كلاستك نتي يريقو عليك وعلى جبهتك,0,2021-03-28T20:15:34Z,p,,p,1.0
1318,kamel BMW F30,http://www.youtube.com/channel/UCCMOKx3hGCu2OtlqIvEf8zQ,خامجة 100,0,2021-03-28T19:43:05Z,p,,p,1.0
1319,Nassime Const,http://www.youtube.com/channel/UCNBVuu79PhyaYGxaiJAmO0A,ميكروب,0,2021-03-28T19:42:29Z,p,,p,1.0
1320,khaled khelil,http://www.youtube.com/channel/UCgjxYylmvrVYI_5rL210fnQ,سبيتي الشعب من دمك لحمك ما حشمتيش جايا تصحي في وجهك لي ما جا معا لعروس ما يجي معا مها لحديث قياس,0,2021-03-28T19:20:14Z,p,,n,0.0
1321,anas anousa,http://www.youtube.com/channel/UCETqkJmdUAxkCNrrshuN4hg,قييو راهم فاقو,1,2021-03-28T19:16:34Z,p,,p,1.0
1322,mahdadi elkhir,http://www.youtube.com/channel/UC7FGloGodM9MvuA6V1DF9XQ,ماعندك ما ترقعي طفرت راكي تحت الصفر عند الشعب,0,2021-03-28T19:08:27Z,p,,n,0.0
1323,Mina 23,http://www.youtube.com/channel/UCeYgd9RiORb66ynUQlq4sIA,3 79 3 7 3 7,0,2021-03-28T19:04:16Z,n,,n,1.0
1324,Said Merat,http://www.youtube.com/channel/UCtApqxhQ3O0dRj9669DB3aA,فمك مشرك جبهتك مطار متصلحي لوالو,0,2021-03-28T18:55:12Z,p,,p,1.0
1325,Halim Halim,http://www.youtube.com/channel/UCBiDz6OFj04mQgOtRJTjqGQ,شكون هذي,0,2021-03-28T18:44:57Z,n,,n,1.0
1326,فارس حاج أحمد,http://www.youtube.com/channel/UCt5cAkmJeNfnupkZudSopYg,ヽ ヽ ヽ ヽヽ ヽ ヽ ヽ ヽ ヽ ヽヽ ヽ ヽ ヽ ヽ ヽヽ ヽ ヽヽ متخافوش هذا ماء الرقية رشيت بيه الصفحة لقيتها معمرة بالتفاهات الله يحفظنا ويحفظكم,0,2021-03-28T17:40:30Z,n,,n,1.0
1327,souhil dz,http://www.youtube.com/channel/UC3FO8DEzGXTvNtnsm8pUxSw,مازال هذي القنوات العار يجيبولنا غير الرذيلة سبت شعب باكمله والله لو كانت عندنا دولة الرجال لكانت هذي الخامجة في السجن نحن ابناء العربي بن مهيدي ياقنوات ماميدو,0,2021-03-28T17:11:31Z,p,,n,0.0
1328,hassina mechiche,http://www.youtube.com/channel/UCwvGy__6R5LrzjYH872Numg,100 100,0,2021-03-28T16:25:17Z,n,,n,1.0
1329,Babay Milano,http://www.youtube.com/channel/UC9Rp6xzt_8K0A2idJag4mSA,نت بلا تربية باين فالفتشا تاعك وسيرتو جبهتك الي مخدومة زي الماصيطة وعينيك شغل فيهم نوع تاع الحسد البغض باينة ماتحشميش جايبتيها شغل بنت بلاد وكدا,0,2021-03-28T16:24:55Z,p,,p,1.0
1330,Lws Wutton Lws Wutton,http://www.youtube.com/channel/UCZD9-11Aa3_P_ydqCcDtQtw,انا منعندي تستاهلي كثر على التكبر تاعك واحتقار الناس وكانك زعم نتي في القمة والباقي مكانش هكذا باش تترباي وتتعلمي تخاطبي المجتمع لان هذا المجتمع بكل اطيافه فيه الشرفاء لي متوصليهمش نتي وامثالك,0,2021-03-28T15:49:12Z,p,,n,0.0
1331,Kacem Bacha,http://www.youtube.com/channel/UCsX099wH81ZJ4KizztSjDxg,الكذب باين كي تشوف واحد الريق نشفلو اعرف بلي راهو يقاوم في الضمير الداخلي نتاعو,0,2021-03-28T15:26:41Z,p,,n,0.0
1332,Houcine Mca,http://www.youtube.com/channel/UCbTyUbMPnGRoQgf_0OD_x6g,فيحا خمجا,0,2021-03-28T15:13:53Z,p,,p,1.0
1333,أم يوسف,http://www.youtube.com/channel/UCsO8PpL7NqLTfp527f98geg,ممثلة بارعة تعرفي تخرطي جا رمضان وراكي تحللي الشعب بزاف فايق,0,2021-03-28T15:08:06Z,p,,n,0.0
1334,Motawir Dev,http://www.youtube.com/channel/UCbmNdQLRpPNBt2CIiPNh3Ww,صحا اسيدي عاودي انشري الفيديو بلا مونتاج تشو,1,2021-03-28T14:54:44Z,n,,n,1.0
1335,Haja Safi,http://www.youtube.com/channel/UCfFL2FkeGhLntAcif4Ju9Bw,اودي امشي تلعبي جبتهك كبير عليك,0,2021-03-28T14:53:04Z,p,,n,0.0
1336,yakoub yakoub,http://www.youtube.com/channel/UC57md3pDL1-YaJuEob3eDpw,كبير وتكذب,0,2021-03-28T14:35:46Z,p,,n,0.0
1337,Ayachi Hichem,http://www.youtube.com/channel/UCaZELvwWsGmFBeNXm-K6t7w,نعلبو قنوات تاع خرى لي طلعوك تفاهة,0,2021-03-28T14:34:44Z,p,,n,0.0
1338,zozo zola,http://www.youtube.com/channel/UC_mkKwTgeY48MM66J_LJe9A,ياو خلاص الكلمة كي وجه البارود اذا خرج ما يرجع لمضربو ضرك بزقتي الكلام الرادي ومبعد تجي تحشي للغاشي نڨزيها تبراي,0,2021-03-28T14:23:16Z,p,,n,0.0
1339,Sidali Sidou,http://www.youtube.com/channel/UCRBVDmty2crHzHQoulgKHeA,نسيت حاجة وانتوما يا لحلابين علاش راكم اطلعولها في علامها هذي نورمالمو خلاص متزيدش تبان في لاتيلي,0,2021-03-28T13:39:41Z,p,,n,0.0
1340,Hani Soualmia,http://www.youtube.com/channel/UCxC7ySnSuS0FnNMjMVo0IzQ,يخي حالة يخي شغل يشوفو في الشعب هذا ياكل من وذنو ياو فاقو على العموم الله يهدينا اجمعين,0,2021-03-28T13:20:19Z,p,,p,1.0
1341,Maktit Amira,http://www.youtube.com/channel/UCHZILvwU5WdSowIoufrvRGg,الطيور على اشكالها تقع,0,2021-03-28T13:06:15Z,n,,n,1.0
1342,Amazigh Polo,http://www.youtube.com/channel/UCEoPJW24GmpBq7n4ZQLhryw,3 33,0,2021-03-28T12:56:08Z,n,,n,1.0
1343,Hamza Hamouzo,http://www.youtube.com/channel/UCosrNKfe7e-viKRqmuYmP9w,مزال عندك الوجه وتزيد تباني بيه الذهبي الله يكشفك,0,2021-03-28T12:50:03Z,p,,n,0.0
1344,Linda Hind,http://www.youtube.com/channel/UCObogJFqns-4iHyG3sJvUWQ,او قيو,0,2021-03-28T12:25:43Z,p,,p,1.0
1345,Tarik dz dz,http://www.youtube.com/channel/UCvwKuqOjYR-N1CR8_FquDgA,يصنعون من السفهاء عضماء ويجعلون من العضماء سفهاء العيهر والتبرج انفتاح وتقدم والصلاة والحجاب تشدد وتخلف,0,2021-03-28T12:11:14Z,n,,n,1.0
1346,متعة التسوق في وهران,http://www.youtube.com/channel/UCSLc6W-UVGdFwrav3RUTibA,تقعدي كذابة كذابة يامولات الجبهة,0,2021-03-28T11:24:52Z,p,,p,1.0
1347,Souad Kamili,http://www.youtube.com/channel/UC0weRcI1vjb_2sZtttExlaw,احكي قصة غير هذي بصح وجهك صحيح لوكان غير تسلفيهولي انرجع به رزقي من عند شي غاشي احشمت وانا نقولهم ردولي رزقي,1,2021-03-28T11:23:59Z,p,,n,0.0
1348,rahim rahim,http://www.youtube.com/channel/UCZNIAXQHzfIdIBkcgezTl_w,واخيرا تخرج لجرانة لتشهر بجسدها طمعا في التزاوج ياو تقوعري كما تحبي يافايحة صبتي لفياح اللي يستقبلوك ويستجوبوك يالمعزة حاشا المعزة انا شبهتك بها لانها كما يقال عنها اي المعزة اللي تحشم بيه معرياتو وهكدا انت ياالمعزة ماعندكش علاه تحشمي تفوه,0,2021-03-28T11:15:04Z,p,,p,1.0
1349,Momo Mimo,http://www.youtube.com/channel/UCtFSR1cSyLxd1521O6vfg7g,مازالك تهدري احشمي او ماتزيديش تباني,0,2021-03-28T10:54:41Z,p,,n,0.0
1350,إبن الجزائر الأرض الشهداء,http://www.youtube.com/channel/UC3SD8SqnxIwE2zX1oUhbHVA,تقول نخلص انترنات بي دراهم الحرام حتى يخرجوني هاذو مخلوقات والله,89,2021-03-28T10:53:23Z,n,,n,1.0
1351,Malika Mabed,http://www.youtube.com/channel/UCyYTiGteeJnMJe7Wx7c5PTQ,هاذا هو الوقت اللي وصلنا ليه اللهم انا مغلوبون فانتصر,1,2021-04-09T12:00:45Z,n,,n,1.0
1352,Abd elhalim Mosta,http://www.youtube.com/channel/UC2bOpvhzQ08qms_hP_O2fLw,والله,1,2021-04-06T18:33:30Z,n,,n,1.0
1353,فيصل الفيصل,http://www.youtube.com/channel/UCkkPGWoDv7O1nMta4726C8w,شمطاء,0,2021-03-28T10:46:14Z,p,,p,1.0
1354,Elhadje Mester,http://www.youtube.com/channel/UCHzKejxbvlmot3qQERQm6BQ,اعطوك اكثر من حجمك,0,2021-03-28T10:38:07Z,p,,p,1.0
1355,منوعات فوائد و غرائب,http://www.youtube.com/channel/UCbHKXMwzwtueaRgblJdtgmw,يرحمك يا نعناعة ضرك ولا البورنو ديركت,0,2021-03-28T10:36:51Z,p,,n,0.0
1356,Yac ine,http://www.youtube.com/channel/UC-pB-5cOWm338_YQuYSXb_w,معروفة تهدرو بواحد الثقة في النفس شغل عندكم كاريار تاع 50 سنة كاريار تاع يومين ماعندكمش وشبيكم,0,2021-03-28T10:36:35Z,n,,n,1.0
1357,Challenge,http://www.youtube.com/channel/UCbq9xAR-8i-ETaT5cmChw6w,كذابة وعندك فيديو تسبي من السرة لتحت انت مش مربية,0,2021-03-28T09:26:19Z,p,,p,1.0
1358,Hamza Amar,http://www.youtube.com/channel/UCTiLtShjCddjWhdDWqCpYKQ,يهردولها والديها وممبعد يجو يبررو ويكذبو عيناني ووجوهم صحاح رخس ودياثة ليس بعدها شيء تربية النظام واش تقارع منهم,0,2021-03-28T09:14:10Z,p,,n,0.0
1359,Rifel حياتي,http://www.youtube.com/channel/UC9ltfnTC2hKlEvoTHvIfQdg,انت بدلو هدرتك ولوخرا بدلولها صوتها واحنا ناكلو الميلفاي من ودنينا,0,2021-03-28T08:58:51Z,n,,n,1.0
1360,Salim Nasro,http://www.youtube.com/channel/UCTnrw5nNKlq_0pyFL_uo3Xw,الله يرحمها ويرحم كل اموات المسلمين المسلمات لكن ماذا صنعت للجزاير هذه حتى تكون صدمة للجزايريين عاشت وتمتعت وحوست البلدان ومتميزرتش في حياتها لكن ماذا قدمت المهم ربي يرحمها,0,2021-03-28T08:56:10Z,n,,n,1.0
1361,coucou nora,http://www.youtube.com/channel/UC-fQtdRVo-jw7RE9QVU9qYQ,سامحوني تباني تعيف رغم انها صافية مستيكية,0,2021-03-28T08:48:37Z,p,,n,0.0
1362,Samira Samo,http://www.youtube.com/channel/UCZrP9qY2-VmhMy-3sQgLteA,روحي سايي زهرك بعيد,0,2021-03-28T08:44:05Z,p,,p,1.0
1363,brhoma bvb,http://www.youtube.com/channel/UCOICk69O5QM-WuitP8MoxPg,هاني نريڨ,0,2021-03-28T08:40:24Z,p,,p,1.0
1364,Ayoub ayouba,http://www.youtube.com/channel/UCECoC6HX-mz_0d5F5zzIUHA,ضرك اي حاجة يديروها يقليك بدلوها في المونتاج روحي الله يهديك,0,2021-03-28T08:29:07Z,n,,p,0.0
1365,Koukeb Ahmed,http://www.youtube.com/channel/UCEnZdbbZ22fe4_31jU_uebg,كبيرة وجايحة,0,2021-03-28T08:21:57Z,p,,n,0.0
1366,amir adel,http://www.youtube.com/channel/UCm6hDknyudLV3BkrycpWugA,امشي تخراي بعيد,0,2021-03-28T08:12:34Z,p,,p,1.0
1367,Cherif Dekoun,http://www.youtube.com/channel/UCHWgU0aTu7ltgXo65ItN9dw,مانحتجوش تبريرك كامل خاطيكم كي تنكشف امام الشعب,0,2021-03-28T08:11:00Z,n,,n,1.0
1368,A Metallaoui,http://www.youtube.com/channel/UCQC5YdAv982dYf7HhZTONTw,ثفو عليك يا خامجة لا عندكم لا اصل ولا شرف ثفو عليك,0,2021-03-28T08:09:53Z,p,,p,1.0
1369,Manisadin Manisadin,http://www.youtube.com/channel/UCN-ab-vTCaGX3f2aSAmO8tg,تسما كي خلات عليها قاتلهم ديرولي حل راهو وصل رمضان وواحد ما عيطلي نخدم,1,2021-03-28T08:01:55Z,n,,n,1.0
1370,الجزائرية أم البنات,http://www.youtube.com/channel/UC4f8CrRi0oTrRZcZ-GW5eHA,ختي لفات مات ذكريات خليها خليها خليها كون وضحتيه تم تم مشي زدتي في عماك سلام ربي يسامح طلبي سماح من لي ظلمتيهم مساكن,5,2021-03-28T06:27:52Z,n,,n,1.0
1371,Fares Atieh,http://www.youtube.com/channel/UCJbRuwquaMQPskfOscSZlZw,وجهك صحيح وتزيدي تبيني فيه بصح ملومكش انتي لومو لمبعر لي عرظك في هاذي الحصة,0,2021-03-28T06:19:00Z,p,,n,0.0
1372,Amira Amiral,http://www.youtube.com/channel/UCsKBd2_3ry6kA-n11tlxwug,هادي غيل خت تاع السقام,0,2021-03-28T03:21:44Z,n,,n,1.0
1373,بريت مهبول,http://www.youtube.com/channel/UCtxyT7CErBIy5zxTTlOH_OQ,جبهة التحرير الوطني,0,2021-03-28T03:14:16Z,p,,p,1.0
1374,Brahim Brahim,http://www.youtube.com/channel/UCucgZv-k6e_baEYEBx3O4Wg,بينه تكذب انا اصلا ما نشوفك من نلت بيك,0,2021-03-28T02:11:39Z,p,,n,0.0
1375,sofi sofi,http://www.youtube.com/channel/UCp5GMis1Ly8dc-uyOue-1BA,روحي تتقوعري على رجال الجزاير الله اذلك,0,2021-03-28T01:26:27Z,p,,p,1.0
1376,Palastine Ghaza,http://www.youtube.com/channel/UCG_F8r4AQd7bcdBV1eaDLpQ,تفو عليك,0,2021-03-28T00:44:42Z,p,,p,1.0
1377,الباهية وهران #31#,http://www.youtube.com/channel/UCJV5J5FHdRnzw9KrKxX03cQ,نسيناك ڨاع روحي حوسي خدمة علا روحك,0,2021-03-28T00:08:58Z,n,,p,0.0
1378,Ragnar Lothbrok,http://www.youtube.com/channel/UCVScCli4QNPIlAyX8MHWyMQ,تحياتي الخالصة للممثلات الشابات والمحبات للشعب الجزايري كياسمين عماري وبشرى عقبي نقطة انتهى,0,2021-03-27T23:50:47Z,n,,n,1.0
1379,Cherifa Aissaoui,http://www.youtube.com/channel/UC7ozfrw7oHBF0UU5hd-USRw,هذه الهدرة لي راكي تهدري فيها الان وعلاش ماهدرتيهاش من قبل ماكالاه تقولي ماكانش عندك الوقت لانه بقات هذا الحكاية مدة شهر قبل ما يتم طردك من قناة الجزايرية تم توجيه انتقادات لاذعة من قبل عدة ممثلين ممثلات بدون ما ننسى ردة فعل التي كانت في الصميم على مستوى كل شبكات التواصل الاجتماعي في هذه الحالة لماذا لم تعطي هذا التفسير الذي تتكلمين عنه الان المعمول به في الاصل انه اي انسان يدافع عن نفسه عندما توجه له التهمة في الحال ليس بعد قرابة عام ادي حكايتك روحي انت كاس الزجاج نهار يتكسر ماعندك ما ترقع فيه حتى طلبك السماح لن يغير من الامر شيي بدر الدين من الجزاير العاصمة,0,2021-03-27T23:24:11Z,n,,p,0.0
1380,Pidro Valantin,http://www.youtube.com/channel/UCkYE96dLRvE_woSCRMtcUQQ,عيشة راجل اصلا انت ماكيش متربية بوسي عينك الشعب الجزايري يقبل الاعتذار نتاعك طحتي من قلبو قذرة انت,0,2021-03-27T22:58:23Z,p,,n,0.0
1381,العراب le parrain,http://www.youtube.com/channel/UCQR1vXzzbHmHXGSXUYHFiGg,ذوك كي نلقاها في اي قناة نبدل غير ماتزيدوش تعرضوها تخسروا كثير من المشاهدات يضعف محتوى اي قناة هذي نصيحتي لمدراء القنواة,62,2021-03-27T22:49:23Z,n,,n,1.0
1382,Nina Lina,http://www.youtube.com/channel/UChH0cMrYQkdeAtoDHpxSIgQ,نكرها ونعيفها ولا كاش واحد حب يخدمها عندو هو الخاسر واحد مايتبعها ولا يحوس عليها,0,2021-04-07T15:52:00Z,p,,n,0.0
1383,Nina Nawel,http://www.youtube.com/channel/UC9ccIG8fTCRJFN-bvbl2poA,نشوفها نكره حياتي تفو ماتستهالهش حتا,0,2021-03-30T00:16:01Z,p,,p,1.0
1384,tchiko Mg,http://www.youtube.com/channel/UCrnLsRnpFKCU-6HRDmcds1w,9 3,0,2021-03-29T10:46:25Z,n,,n,1.0
1385,Karim Maacho,http://www.youtube.com/channel/UCol9Z-MqByB212KPBkFbRjA,قولك حاجة ديري على راجل او ديري معاه الدار ولو كان يخدم الخضر ننصحك تصبيه في عقايبك نقولك حاجة بهدلتي روحك بزاف ڨاع فقولك ولا دبري على واحد يبيع الحوت هذا يقلشك سلام,0,2021-03-27T22:41:45Z,n,,n,1.0
1386,Fouad Bencht,http://www.youtube.com/channel/UCKL9o-8jPQPRTzeoEC2TYTQ,مي فوزافي لادال,0,2021-03-27T22:21:40Z,n,,n,1.0
1387,rima rima,http://www.youtube.com/channel/UCkELMvKpU6XjJVo_JcOv7kw,يا ودي كلاك بوبي روحي العبي بعيد,0,2021-03-27T22:20:04Z,p,,p,1.0
1388,Benlaribi Hichem,http://www.youtube.com/channel/UCo_HlMWGgaZgDfZuNKlc1vg,وجهك داير كيما الحبة تاع بذنجان,0,2021-03-27T22:02:50Z,p,,p,1.0
1389,miloud miou dz,http://www.youtube.com/channel/UCejT6BBA5q_6kAQCrfsCtKA,مشكلة في ولديها لي مرباوهاش على طاعت الله سنة رسوله,2,2021-03-27T21:42:03Z,p,,n,0.0
1390,Kader BEN,http://www.youtube.com/channel/UCQ9lZlmTXTbDwwf1uGIfCMg,6 3,0,2021-03-27T21:33:22Z,n,,n,1.0
1391,قناة المعارف2,http://www.youtube.com/channel/UCyQmYEMOjtUn5YsSnOz9vFw,هادي طلعت بالنقود تشوفها بها ماكياج دوخ,0,2021-03-27T21:21:52Z,n,,n,1.0
