,text
656,في جانب واحد عندها الحق اللي هو من ناحية انو رانا نعيشو مع فية من المكبوتين حاشا اللي ما يستهالهاش صح راهي غالطة برك برك في طريقة بعث الرسالة وعدم اختيار الفاظ مناسبة وما عجبتنيش هدرتها بصح نعترف للاسف للاسف كاين ناس صح كيما قالت بالريوڨ بالريوڨ حاشا اللي ما يستهلهاش نعاود نقولها اتحدث عن تجربة صرات معايا
2508,اوكان نحكمك سوتك نشرحالك ونديرلك فيها الملح
1673,راهم فاقو طز
949,عندها عقدة من رجال قصدها كان بيان لا يوجد اي تغيير في كلامها لا اثر لندم على ملامحها اللهم اهدنا اجمعين يارب العالمين
2481,وي كاينه الي على راسو بطحة يحسس عليها الي قاسو الكلام تسمى حسها في جنابو
815,منعرفكش عمري لا تفرجت عليك بصح كلامك حقيقي منطقي مفهمتش الحملة هدي علاه داروها عليها ربي يهدي ما خلق
719,اسمعي يا انسانه انتي تعرفي واش تقولي مش انتي لي تقولي على البشر حيونات ربي يهديك يا ايتها المتكبرا
831,مالا كفار وقالو الله يرحمها
1985,لي تخاف ربي ومتحبش يتبلاوها تستر روحها الله الله بحجاب ودير مكياج خفيف ولي شابة تاع الصح بشوية غسيل تبان ماشي طبقات طبقات تقول راهم يرممو فيها امبعد جي تعاير كيفكيف برك انا البشرة تاعي دوس صحا نقولك حاجة برك وجاوبيني واش دارتي باش لحقتي لهاد المستوي مستحيل تكوني بفهامتك علاخاطرش نتي باينة متفهميش ومعندك حتا محتوي تهدري عليه
782,عندك الحق والله نستعرف بيك مونيا
889,وانتي واش تكوني حتى تسمحي لروحك وتحطي روحك محامية على النساء وكلامك تاع وحدة خامجة
474,بلاك نتي تاني هدرتي فيها صح ولا لا مادام راكي قلتي هاد لكلام باين بلي راكي قايلتيه
1415,قاقو تعرفيها سبي وقولي سرقوها زادو فيه مهدرتش هكدا
2523,اعطيني وجهك ندير بيه اكسيدو يرحم بابك
2258,وراها قناتك اخت منعرفهاش
1728,نطلب منكم ان ترفع مستوى القناه خلونا من مونيا رانيا سانيا المر ة الجاية فوتو قونيا
2177,1 33 دايرة كي المهراس يا ربك تقول حبة باذانجال
1431,ياو خلاصت عليك روحي اخطينا كرهناك كي نشوفك نكره حياتي
905,فقر وسعادة
178,ريحا تعدم الشعب الجزايري
493,كان يمكنك ايسال الرسالة بطريقة اخرى مهدبة وليس بطريقة وحشية تدل على تخلفك ووحشيتك
121,حش خلق ربي فمك كبير قديريها ربي يهديك
1043,سبحان الله تشبه وليد خالتي كي يكون يكذب او من جميع واحد يكذب تصيبوه يهدر ويخمم في كذبة يقولها من صوتهم نفيقلهم
225,حسبي الله ونعم الوكيل فيك
1377,9 3
844,على فكرة تهدر على فية معينة مقصدتش كامل الشعب الجزايري والدين افعال
2336,راكها حاسبة روحها شابة وهي فيها شحال منكيلو نتاع المكياج
2409,لحد ساعة مفهمتش اعلام العار وش راو يدير يخليو من حثالة مجتمع تتكلم اطبايها مثقفين المجتمع يرجعوهم احب ان اعتذر الى نفسى لاني كرجل لا يمكنني ان اوجه ردا لهذه المدعوة المريضة بجنون العظمة اخفض من قيمة رجل ليرد عليها ساترك امر رد الذين من حولك فرجل حقيقي لن يعرفك اصلا من تكونين
917,او حسوبا خوك
269,حقيقة عندها حق في بزاف حوايج مكانتش لازم تعمم وخلاص لباقي كل عندا حق
1554,قولي والله يخي يخي
495,هذه لهجة جزايرية ليست لغة عربية فصحى لان الكلام موجه للجزايريين هذا اولا ثم من من العرب يتحث باللغة العربية الفصحى كل شعب لهجته يا خي
300,اريد ان اسالك باي صفة انت تتكلمين مع الشعب الجزايري هكذا مابايناش بلي راك فاهمة الاسلام على ما يبدو عندك مشاكل نفسية كبيرة خاصة كي خلطتي كل الشعب ثم تربطي الموضوع ب ربيكا
1706,مازالكي تبرري ياوجه الرخس ان لم تستحي فافعل ماشيت المهم مانزيدش نشوفك في التلفزيون روحي اخطينا
706,نسب الرجال وتكلمت على الحجاب وفعلة الشيء الكثير ولم ترى نفسها
822,جرانا زرزومية
1783,روحي شوفي يكون مضيف وغسلي وجهك باش باش تغلعي
1023,3 9
645,لم تظلم احدا لقد ظلمتموها
2200,صراحة كاينة فية من البنات ماتحبش واحدة اكثر منها في الجمال اذا مصدقتونيش اقراو التعليقات رايحين تلقاو واحدة تقولها مدايرة زوج قناطر مكياج والاخرى على لبسها حسبي الله ونعم الوكيل حنا في موضوع هما في موضوع اخر
810,ياشيات
1807,ياو راكي تحشمي دايرا روحك زينة صلحة زوبية نكرهك
1905,لي يقول لحق يموت
62,تحيا ولاد بلادي
1956,قالك الفنان عباس الله يرحمه تاع وهران مشتيش روحك فل مرايا قال الرسول ان لم تستحيي ففعل ما شيت
379,يارب لعلي فمك كبير جبلي ربي ملبيب بزاف
489,وربي يهدينا ويحفضنا
2203,لكن ليس الجميع فية معينة
1004,قادري اختي ماتديهاش في روحك زيادة
2053,كي عبد يكون رخيس يبقى رخيس لباشعة
345,جبهة كي سرالها
1498,اناطفلة منحملهاش قاتلك لي ماشي زين ميطورنيش تبدا بروحها تمسح الماكياج تطلع لاماش تشد الكوزينة وتنقي الدوارة اذا قبلت الدوارة تخليها تغسلها معوجة لحناك
523,مونيا انت مشي شب
1972,صح عندها الحق تركب ترامواي تلقا سرا قين يرو حو غير لنسا خاطر يسكتو ويخافو بلا منحكو عل المتحرشين
1876,علاه رهج هاكذا نتي صامط
1864,الله يهديك يامنية
712,على الاقل تقول حاشا البعض
1317,فمك مشرك جبهتك مطار متصلحي لوالو
383,واش او عندهم الحق ماعندهاش الحق تسب الشعب
1,سلام الله عليكم ورحمته وبركاته قلولهاةتزول الكوة كرستين من عنقها
626,اهدري بالعربية ماشي بالفرونسي ياك نتا دزايرية
2329,غير فهموني شقالت ماقالت عيب الحبة ترجعوها قبة هذو غير راهم لهو فيكم على صوالح كبار نتوما ياشعب لي تبعوا الشكيل كل حاجة تكبروها وتبعوها عيشو حياتكم ماتعيشوش للناس كل واحد يعس روحه ولي راه يوري روحه ماتقيموهش خلوها تهدر حنا نشوفو صغار يموتو وساكتين وواحد يهدر على الرجال تاكلوه روحو كولو لي يعتدي على طفولة على البراءة تماك نعرفو صح بلي مزال كاين رجال ولا نتا تبع الميني والعرا وكي يعايروك اه تولي راجل كاين صوالح اهم من صوشل ميديا لي خسرت رجال ونساء كبار وصغار تقدموا للامام ولا داعي لي اشهار الحثالات
13,انا جامي محيت تعليقات ختي لعزيزة ربي يعطيك العافيه
1928,شكون قراها بصوت نعنانة
2046,لا تنه عن خلق تاتي بمثله عار عليك اذا فعلت عظيم تهدري على الحرمة احترمي روحك اول حاجة خداع المومنين ثانيا علم الصليب نتاع السنسلة ثالثا الهردة بالفرنسية
2059,شكون لرح ايجي معاك كركي تهدري علا بلدك
963,شكون هذي منعرفهاش
1957,روحي تلعبي على روحك الا جيتي مر تسبي ولاد بلادك
